threshold,image_index,dataset_index,original_bytes,payload_bits,payload_bytes,header_bytes,file_bytes,file_bpp,payload_bpp,predicted_bits,omitted_fraction,incorrect_omitted_predictions,omitted_error_rate,mse,mae,psnr_db,ssim,bit_error_rate,encode_seconds,decode_seconds,raw_payload_bytes,zlib_payload_bytes,payload_zlib_to_raw_ratio,first_incorrect_omission,mean_gap_between_errors,max_error_run,error_runs,mse_before_first_error_pixel,mse_after_first_error_pixel,range_payload_bytes,range_file_bytes,range_file_bpp,range_decode_seconds,encoder_decoder_equal
0.5,0,712,1024,0,0,34,34,0.265625,0.0,8192,1.0,3871,0.4725341796875,2724.7734375,38.263671875,13.777499639558602,0.16199348345164807,0.4725341796875,0.15991105859376376,0.15842987265625652,0,8,,2,2.115762273901809,13,1841,,2724.7734375,4,38,0.296875,0.16379098281248616,True
0.5,1,24774,1024,0,0,34,34,0.265625,0.0,8192,1.0,4417,0.5391845703125,4889.0498046875,58.5146484375,11.238558994292369,0.06770458982966578,0.5391845703125,0.15991105859376376,0.15842987265625652,0,8,,0,1.8546195652173914,22,1932,,4889.0498046875,4,38,0.296875,0.16379098281248616,True
0.5,2,45142,1024,0,0,34,34,0.265625,0.0,8192,1.0,4672,0.5703125,5392.1396484375,65.3427734375,10.813192296105926,0.062384794755481296,0.5703125,0.15991105859376376,0.15842987265625652,0,8,,0,1.7525155213016486,19,1911,,5392.1396484375,4,38,0.296875,0.16379098281248616,True
0.5,3,27119,1024,0,0,34,34,0.265625,0.0,8192,1.0,4361,0.5323486328125,10134.8974609375,94.4638671875,8.07261001758399,0.054752908459767664,0.5323486328125,0.15991105859376376,0.15842987265625652,0,8,,1,1.878440366972477,12,2113,,10134.8974609375,4,38,0.296875,0.16379098281248616,True
0.5,4,21139,1024,0,0,34,34,0.265625,0.0,8192,1.0,4300,0.52490234375,4544.08984375,58.642578125,11.556334514001755,0.17090695486297436,0.52490234375,0.15991105859376376,0.15842987265625652,0,8,,0,1.9050942079553383,15,1978,,4544.08984375,4,38,0.296875,0.16379098281248616,True
0.5,5,19129,1024,0,0,34,34,0.265625,0.0,8192,1.0,4329,0.5284423828125,4279.4091796875,57.8173828125,11.8169654692793,0.06881683317701365,0.5284423828125,0.15991105859376376,0.15842987265625652,0,8,,2,1.8918669131238448,14,1966,,4279.4091796875,4,38,0.296875,0.16379098281248616,True
0.5,6,6433,1024,0,0,34,34,0.265625,0.0,8192,1.0,4759,0.5809326171875,3377.5029296875,53.2294921875,12.84484626461314,0.16063168033939904,0.5809326171875,0.15991105859376376,0.15842987265625652,0,8,,0,1.721521647751156,23,1962,,3377.5029296875,4,38,0.296875,0.16379098281248616,True
0.5,7,38854,1024,0,0,34,34,0.265625,0.0,8192,1.0,4004,0.48876953125,4296.1923828125,51.8798828125,11.799966401030504,0.06817841633814357,0.48876953125,0.15991105859376376,0.15842987265625652,0,8,,14,2.0419685236072946,18,1930,0.0,4300.391984359726,4,38,0.296875,0.16379098281248616,True
0.5,8,22489,1024,0,0,34,34,0.265625,0.0,8192,1.0,4401,0.5372314453125,3861.7333984375,53.1572265625,12.26298072673636,0.10954328160310378,0.5372314453125,0.15991105859376376,0.15842987265625652,0,8,,0,1.861590909090909,14,1988,,3861.7333984375,4,38,0.296875,0.16379098281248616,True
0.5,9,31104,1024,0,0,34,34,0.265625,0.0,8192,1.0,3979,0.4857177734375,6218.91796875,69.0703125,10.193655326207448,0.07930956674092961,0.4857177734375,0.15991105859376376,0.15842987265625652,0,8,,1,2.0588235294117645,16,2110,,6218.91796875,4,38,0.296875,0.16379098281248616,True
0.5,10,21349,1024,0,0,34,34,0.265625,0.0,8192,1.0,4820,0.58837890625,2038.1279296875,37.2041015625,15.038489204449801,0.11349204538675563,0.58837890625,0.15991105859376376,0.15842987265625652,0,8,,0,1.6984851628968665,25,1733,,2038.1279296875,4,38,0.296875,0.16379098281248616,True
0.5,11,29116,1024,0,0,34,34,0.265625,0.0,8192,1.0,4116,0.50244140625,4527.4931640625,57.6787109375,11.572225576106218,0.1011133029609569,0.50244140625,0.15991105859376376,0.15842987265625652,0,8,,1,1.9900364520048603,14,2012,,4527.4931640625,4,38,0.296875,0.16379098281248616,True
0.5,12,10772,1024,0,0,34,34,0.265625,0.0,8192,1.0,4031,0.4920654296875,5603.46484375,63.794921875,10.64623709362014,0.03220064349069498,0.4920654296875,0.15991105859376376,0.15842987265625652,0,8,,2,2.0320099255583126,12,2084,,5603.46484375,4,38,0.296875,0.16379098281248616,True
0.5,13,18332,1024,0,0,34,34,0.265625,0.0,8192,1.0,4233,0.5167236328125,2952.4326171875,47.2822265625,13.429003662902613,0.07143827095718265,0.5167236328125,0.15991105859376376,0.15842987265625652,0,8,,5,1.9340737240075614,15,1981,,2952.4326171875,4,38,0.296875,0.16379098281248616,True
0.5,14,1003,1024,0,0,34,34,0.265625,0.0,8192,1.0,4163,0.5081787109375,2635.044921875,38.947265625,13.922923374650253,0.07952311869641629,0.5081787109375,0.15991105859376376,0.15842987265625652,0,8,,1,1.9678039404132628,14,1768,,2635.044921875,4,38,0.296875,0.16379098281248616,True
0.5,15,22156,1024,0,0,34,34,0.265625,0.0,8192,1.0,4484,0.54736328125,5562.7470703125,66.9013671875,10.677910471907563,0.04915963769445913,0.54736328125,0.15991105859376376,0.15842987265625652,0,8,,2,1.826455498550078,23,2031,,5562.7470703125,4,38,0.296875,0.16379098281248616,True
0.5,16,26453,1024,0,0,34,34,0.265625,0.0,8192,1.0,4078,0.497802734375,11238.7490234375,100.8916015625,7.62362387931459,0.07039264501898822,0.497802734375,0.15991105859376376,0.15842987265625652,0,8,,0,2.009075300466029,28,2164,,11238.7490234375,4,38,0.296875,0.16379098281248616,True
0.5,17,17039,1024,0,0,34,34,0.265625,0.0,8192,1.0,3547,0.4329833984375,2557.4462890625,45.7705078125,14.052738393473373,0.2924010834009281,0.4329833984375,0.15991105859376376,0.15842987265625652,0,8,,2,2.3093626621545402,7,2296,,2557.4462890625,4,38,0.296875,0.16379098281248616,True
0.5,18,7166,1024,0,0,34,34,0.265625,0.0,8192,1.0,4265,0.5206298828125,4019.1455078125,50.5205078125,12.08946631337703,0.13139844382892363,0.5206298828125,0.15991105859376376,0.15842987265625652,0,8,,1,1.9202626641651033,17,1864,,4019.1455078125,4,38,0.296875,0.16379098281248616,True
0.5,19,48310,1024,0,0,34,34,0.265625,0.0,8192,1.0,4195,0.5120849609375,4665.9736328125,59.2392578125,11.441380805799986,0.04712313960408019,0.5120849609375,0.15991105859376376,0.15842987265625652,0,8,,1,1.9527896995708154,15,2067,,4665.9736328125,4,38,0.296875,0.16379098281248616,True
