image_index,dataset_index,codec,quality,file_bytes,file_bpp,mse,psnr_db,ssim,lossless
132,26627,jpeg,50,532,4.15625,68.6259765625,29.765918232613124,0.9481080117225971,False
132,26627,jpeg,75,614,4.796875,34.1455078125,32.79746784931464,0.9702050751728603,False
132,26627,jpeg,90,792,6.1875,9.5400390625,38.33530207904542,0.9911767845280083,False
132,26627,jpeg,95,949,7.4140625,3.5625,42.61325487851344,0.9966443205856264,False
132,26627,webp,1,114,0.890625,280.8349609375,23.646291890443393,0.7417616621973769,False
132,26627,webp,5,142,1.109375,196.369140625,25.200071213542895,0.8298351064511329,False
132,26627,webp,10,164,1.28125,133.958984375,26.861085146397137,0.8881388703148771,False
132,26627,webp,20,194,1.515625,93.234375,28.435042970076996,0.9206982831100732,False
132,26627,webp,35,238,1.859375,64.7275390625,30.019912653885807,0.9405459532762626,False
132,26627,webp,50,280,2.1875,40.16796875,32.09200490375247,0.9643530327441152,False
132,26627,webp,75,350,2.734375,21.4404296875,34.818468760673156,0.9812358581530103,False
132,26627,webp,90,556,4.34375,4.5283203125,41.57143221611918,0.9959525787562317,False
132,26627,webp,95,666,5.203125,2.1962890625,44.7139086207209,0.9979842028165009,False
133,12293,raw,,1024,8.0,0.0,,1.0,True
133,12293,zlib,,1016,7.9375,0.0,,1.0,True
133,12293,png,,944,7.375,0.0,,1.0,True
133,12293,jpeg,1,355,2.7734375,922.544921875,18.480928382347162,0.5417943092802188,False
133,12293,jpeg,5,378,2.953125,527.8779296875,20.90546856122686,0.693821693360663,False
133,12293,jpeg,10,409,3.1953125,299.4267578125,23.367897530670728,0.8099985583400229,False
133,12293,jpeg,20,453,3.5390625,167.845703125,25.881701331449936,0.888584038714392,False
133,12293,jpeg,35,505,3.9453125,117.8525390625,27.4174141729179,0.9129556175905383,False
133,12293,jpeg,50,542,4.234375,83.298828125,28.924414692141347,0.9421170714641967,False
133,12293,jpeg,75,641,5.0078125,39.646484375,32.14875678274329,0.9717477993647108,False
133,12293,jpeg,90,818,6.390625,10.3916015625,37.96397874316117,0.993334117810478,False
133,12293,jpeg,95,986,7.703125,3.1494140625,43.14850598536435,0.9979261646271288,False
133,12293,webp,1,124,0.96875,340.564453125,22.8088104494921,0.7770976642015698,False
133,12293,webp,5,156,1.21875,207.267578125,24.965489880679797,0.8771496304432994,False
133,12293,webp,10,188,1.46875,156.8583984375,26.175725844237697,0.9053633777537692,False
133,12293,webp,20,230,1.796875,98.015625,28.217850473144633,0.9437246605465175,False
133,12293,webp,35,272,2.125,61.87109375,30.21592567372704,0.9655412529311335,False
133,12293,webp,50,312,2.4375,42.51171875,31.845716970075575,0.9756675469428406,False
133,12293,webp,75,396,3.09375,22.357421875,34.636586390245114,0.9876013281416401,False
133,12293,webp,90,604,4.71875,4.419921875,41.67665767889012,0.9974184165863413,False
133,12293,webp,95,718,5.609375,2.0068359375,45.10568491295635,0.9987895059991413,False
134,32803,raw,,1024,8.0,0.0,,1.0,True
134,32803,zlib,,878,6.859375,0.0,,1.0,True
134,32803,png,,754,5.890625,0.0,,1.0,True
134,32803,jpeg,1,346,2.703125,421.1826171875,21.886099219426164,0.4237423638040042,False
134,32803,jpeg,5,358,2.796875,224.1162109375,24.62607089490931,0.587766576899703,False
134,32803,jpeg,10,378,2.953125,114.984375,27.524415319257493,0.7773041749637357,False
134,32803,jpeg,20,402,3.140625,57.0859375,30.565512231705615,0.8781471130333477,False
134,32803,jpeg,35,442,3.453125,35.8193359375,32.58962830760613,0.9156919166495551,False
134,32803,jpeg,50,466,3.640625,27.7021484375,33.70566908829868,0.9359909708516393,False
134,32803,jpeg,75,531,4.1484375,15.97265625,36.09703215625424,0.9621337689466872,False
134,32803,jpeg,90,663,5.1796875,6.583984375,39.94591569322769,0.983462694120859,False
134,32803,jpeg,95,802,6.265625,2.8681640625,43.554763709849226,0.9933909701040399,False
134,32803,webp,1,84,0.65625,167.9697265625,25.878493456395955,0.6179018900918457,False
134,32803,webp,5,104,0.8125,96.0224609375,28.30707528659042,0.7936046777519153,False
