variant,threshold,file_bpp,psnr_db,mse,ssim,omitted_fraction,omitted_error_rate,range_file_bpp,file_bpp_ci95,mse_ci95,val_bce_nats,val_bit_accuracy,val_ece,parameters,train_images,optimizer_steps,train_seconds
bit_only,0.95,6.2719921875,16.290533023932156,1527.6612353515625,0.7629082121306016,0.2496343994140625,0.14451309410001442,5.569609375,"[6.0416005859375, 6.493302734375]","[995.7554294433594, 2059.6756739501952]",0.484595860587433,0.7280960083007812,0.011548100014778115,161505,1024,64000,1086.4516203999992
bit_only,0.975,7.2115625,25.053013649280615,203.1323046875,0.9515875077501507,0.1322039794921875,0.03301431651454504,5.92109375,"[7.1188642578125005, 7.2969345703125]","[139.3125341796875, 280.1797177734375]",0.484595860587433,0.7280960083007812,0.011548100014778115,161505,1024,64000,1086.4516203999992
bit_only,0.99,7.9279296875,38.544262049726434,9.0918896484375,0.997694349220478,0.042633056640625,0.005282748747315677,5.9600390625,"[7.888744140625, 7.967384765625001]","[6.659022705078125, 11.667391479492188]",0.484595860587433,0.7280960083007812,0.011548100014778115,161505,1024,64000,1086.4516203999992
bit_only,1.0,8.265625,,0.0,1.0,0.0,,5.9628515625,"[8.265625, 8.265625]","[0.0, 0.0]",0.484595860587433,0.7280960083007812,0.011548100014778115,161505,1024,64000,1086.4516203999992
bit_plane,0.5,0.265625,4.998500582914593,20569.81105957031,0.1163884975683177,1.0,0.4969171142578125,0.296875,"[0.265625, 0.265625]","[19462.57263635254, 21624.43332788086]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.55,0.2778125,9.721220470839974,6933.5925,0.13711647890540032,0.9989404296875,0.4737563727191409,0.301953125,"[0.2771875, 0.2784775390625]","[6028.732591186524, 7877.311431396484]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.6,0.283671875,9.040216344095866,8110.707255859375,0.12730210123415422,0.998240966796875,0.46978571926447765,0.3073828125,"[0.2823828125, 0.28500097656249995]","[7170.935037475586, 9013.818180419921]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.65,0.313515625,8.961575292925865,8258.911865234375,0.12587018628552488,0.9944781494140625,0.46689943799778194,0.3385546875,"[0.3018330078125, 0.329298828125]","[7310.8593395996095, 9150.122732299804]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.7,0.596015625,9.443644576832064,7391.21615234375,0.12436296939323582,0.9591473388671875,0.4647415440476956,0.635078125,"[0.5298662109375, 0.6728984375]","[6517.491900756836, 8232.326753051757]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.75,1.14328125,9.401960795308717,7462.498920898437,0.12010263175439455,0.890750732421875,0.4585941129473224,1.216796875,"[1.02748046875, 1.266916015625]","[6590.754266601562, 8250.010884643554]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.8,2.583203125,10.076069144579895,6389.596689453125,0.13487590992771034,0.7107159423828125,0.42298638741297295,2.726640625,"[2.395103515625, 2.8009951171874996]","[5605.555121826172, 7161.74838293457]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.85,4.415859375,11.43414464828794,4673.754497070313,0.26573677471178864,0.4816748046875,0.3161398724745811,4.4488671875,"[4.159559570312499, 4.67284375]","[3933.306446044922, 5457.482581787109]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.9,5.4997265625,13.686113452800186,2782.7168359375,0.48978890100925326,0.3461688232421875,0.20775861612975458,5.2596875,"[5.2638613281249995, 5.7359677734375]","[2253.2720661621092, 3358.613096923828]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.925,5.8232421875,14.725669512437904,2190.3494580078127,0.6236477015979627,0.3057373046875,0.1765910724267348,5.3903125,"[5.5811611328124995, 6.0688076171875]","[1648.1272966308593, 2781.1653663330076]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.95,6.4140234375,18.00682845494549,1028.957685546875,0.7848979604812658,0.2318707275390625,0.10501004219564777,5.6983203125,"[6.2409755859375, 6.5865263671875]","[719.9012198486329, 1381.2612747802734]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.975,7.057734375,24.660378100328547,222.3527734375,0.9324282626209319,0.151392822265625,0.02793881681328162,5.8888671875,"[6.9728759765624995, 7.135414062500001]","[189.67274951171873, 257.25118017578126]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,0.99,7.5863671875,31.532896503560124,45.686796875,0.9895329595014926,0.0852886962890625,0.008294152586644912,5.8992578125,"[7.5215966796875, 7.6472705078125]","[30.333115234375, 66.897916015625]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane,1.0,8.265625,,0.0,1.0,0.0,,5.901484375,"[8.265625, 8.265625]","[0.0, 0.0]",0.4791861147386953,0.7301254272460938,0.007230901737813117,164641,1024,64000,1199.3199894999998
bit_plane_rowcol,0.5,0.265625,5.008156545752934,20524.12761230469,0.11636844017550833,1.0,0.4970086669921875,0.296875,"[0.265625, 0.265625]","[19419.17394665527, 21577.32373510742]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.55,0.314921875,7.155973700852387,12516.502509765625,0.12576429835811262,0.9941595458984375,0.4867705734971891,0.3387890625,"[0.30777050781250004, 0.3231259765625]","[11429.990658325194, 13669.790427001954]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.6,0.425625,9.154084933201736,7900.814541015625,0.12662434338565626,0.980433349609375,0.46810330552273427,0.450625,"[0.409947265625, 0.4400849609375]","[6965.467510253907, 8811.312095092773]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.65,0.5726953125,9.799569462103214,6809.628422851562,0.13005256555150072,0.962044677734375,0.4611017285723893,0.6025390625,"[0.5517529296875, 0.5940244140625]","[6031.0402434082025, 7641.007365722656]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.7,0.780859375,10.026601118057112,6462.793046875,0.12955209252223646,0.93603271484375,0.45853405981757905,0.822421875,"[0.74728515625, 0.8146884765625]","[5665.836786865235, 7244.613130371094]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.75,1.3465625,10.328222566432338,6029.177978515625,0.13015731737451136,0.8653155517578125,0.4473077793914651,1.42515625,"[1.2590380859374999, 1.4373134765625]","[5246.08194567871, 6797.8440019531245]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.8,3.328046875,11.319218197904238,4799.08609375,0.17189419741790488,0.6176263427734375,0.3816629591894213,3.4585546875,"[3.1343105468749997, 3.5207373046874997]","[4193.896587402344, 5418.322734619141]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.85,4.937578125,13.655612746941735,2802.3287744140625,0.3518385533099636,0.416441650390625,0.24411913855822528,4.95453125,"[4.79436328125, 5.0762216796875]","[2490.2619692382814, 3119.7890257568356]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.9,5.7562890625,16.967754966617274,1307.0881103515626,0.591246191847021,0.31411376953125,0.12652241160880143,5.5058203125,"[5.6457109375, 5.8647822265625]","[1188.8203126220703, 1426.236375]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.925,6.068515625,18.850703777060897,847.2468896484374,0.7131437175797646,0.275064697265625,0.08290174985465955,5.6313671875,"[5.96315625, 6.1645439453124995]","[774.2967567138672, 915.6467626953125]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.95,6.40546875,22.059306773734736,404.7153564453125,0.843384093782744,0.23293701171875,0.043862866965025,5.7072265625,"[6.3054921875000005, 6.496603515625001]","[366.28976611328125, 447.4734489746094]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.975,6.81328125,26.836098183009266,134.73193359375,0.9480190269867448,0.182001953125,0.0176429951172399,5.7369140625,"[6.7210624999999995, 6.896759765625]","[119.71852795410156, 150.13066564941406]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,0.99,7.22015625,33.40885692549055,29.6616064453125,0.9883700515756603,0.1311016845703125,0.005582014646387054,5.7419140625,"[7.1383515625000005, 7.2946962890625]","[25.01140539550781, 34.99700390625]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
bit_plane_rowcol,1.0,8.265625,,0.0,1.0,0.0,,5.743984375,"[8.265625, 8.265625]","[0.0, 0.0]",0.46542015741579235,0.7336182594299316,0.0038613012031873868,171297,1024,64000,1208.940386799999
