threshold,image_index,dataset_index,original_bytes,payload_bits,payload_bytes,header_bytes,file_bytes,file_bpp,payload_bpp,predicted_bits,omitted_fraction,incorrect_omitted_predictions,omitted_error_rate,mse,mae,psnr_db,ssim,bit_error_rate,encode_seconds,decode_seconds,raw_payload_bytes,zlib_payload_bytes,payload_zlib_to_raw_ratio,first_incorrect_omission,mean_gap_between_errors,max_error_run,error_runs,mse_before_first_error_pixel,mse_after_first_error_pixel,encoder_decoder_equal
0.6,13,18332,1024,6619,828,34,862,6.734375,6.4638671875,1573,0.1920166015625,623,0.3960584869675779,3031.1474609375,29.1689453125,13.314732961882905,0.30200261549238655,0.0760498046875,0.12348190937499481,0.1268541945312478,828,839,1.0132850241545894,4,13.159163987138264,3,585,,3031.1474609375,True
0.6,14,1003,1024,6516,815,34,849,6.6328125,6.36328125,1676,0.20458984375,721,0.4301909307875895,3226.51953125,30.96484375,13.043460624805775,0.3588926616029931,0.0880126953125,0.12348190937499481,0.1268541945312478,815,826,1.0134969325153373,31,11.276388888888889,2,645,0.0,3236.0,True
0.6,15,22156,1024,6721,841,34,875,6.8359375,6.5634765625,1471,0.1795654296875,467,0.3174711080897349,2070.369140625,20.3828125,14.970325751000138,0.5810952614659367,0.0570068359375,0.12348190937499481,0.1268541945312478,841,852,1.0130796670630202,53,17.36266094420601,2,426,0.0,2082.571709233792,True
0.6,16,26453,1024,6557,820,34,854,6.671875,6.4033203125,1635,0.1995849609375,294,0.1798165137614679,1045.8134765625,11.7021484375,17.936261269322976,0.50465461860799,0.035888671875,0.12348190937499481,0.1268541945312478,820,831,1.0134146341463415,2,27.784982935153582,3,276,,1045.8134765625,True
0.6,17,17039,1024,6579,823,34,857,6.6953125,6.4248046875,1613,0.1968994140625,784,0.486050836949783,5478.3701171875,44.9267578125,10.744289911423197,0.1294524809810461,0.095703125,0.12348190937499481,0.1268541945312478,823,834,1.0133657351154313,33,10.310344827586206,2,699,0.0,5499.853921568628,True
0.6,18,7166,1024,6672,834,34,868,6.78125,6.515625,1520,0.185546875,523,0.34407894736842104,2545.4091796875,24.0576171875,14.07322754864506,0.3712700920911413,0.0638427734375,0.12348190937499481,0.1268541945312478,834,845,1.013189448441247,40,15.60344827586207,2,487,0.0,2557.8989205103044,True
0.6,19,48310,1024,6793,850,34,884,6.90625,6.6337890625,1399,0.1707763671875,500,0.35739814152966404,2648.6669921875,24.4013671875,13.900530014934894,0.4669664903880374,0.06103515625,0.12348190937499481,0.1268541945312478,850,861,1.0129411764705882,2,16.406813627254508,2,472,,2648.6669921875,True
0.7,0,712,1024,7974,997,34,1031,8.0546875,7.787109375,218,0.026611328125,17,0.0779816513761468,44.0,0.578125,31.69627684381723,0.989100229754339,0.0020751953125,0.12348190937499481,0.1268541945312478,997,1008,1.0110330992978938,1371,409.5,1,17,0.0,52.82063305978898,True
0.7,1,24774,1024,8069,1009,34,1043,8.1484375,7.8798828125,123,0.0150146484375,5,0.04065040650406504,24.5,0.28125,34.239142765033776,0.9881133267972245,0.0006103515625,0.12348190937499481,0.1268541945312478,1009,1020,1.0109018830525272,107,1509.5,1,5,0.0,24.81503461918892,True
0.7,2,45142,1024,8080,1010,34,1044,8.15625,7.890625,112,0.013671875,12,0.10714285714285714,48.0,0.6875,31.318391234923233,0.9742833478532665,0.00146484375,0.12348190937499481,0.1268541945312478,1010,1021,1.010891089108911,1760,573.1818181818181,1,12,0.0,61.134328358208954,True
