threshold,image_index,dataset_index,original_bytes,payload_bits,payload_bytes,header_bytes,file_bytes,file_bpp,payload_bpp,predicted_bits,omitted_fraction,incorrect_omitted_predictions,omitted_error_rate,mse,mae,psnr_db,ssim,bit_error_rate,encode_seconds,decode_seconds,raw_payload_bytes,zlib_payload_bytes,payload_zlib_to_raw_ratio,first_incorrect_omission,mean_gap_between_errors,max_error_run,error_runs,mse_before_first_error_pixel,mse_after_first_error_pixel,range_payload_bytes,range_file_bytes,range_file_bpp,range_decode_seconds,encoder_decoder_equal
0.5,0,712,1024,0,0,34,34,0.265625,0.0,8192,1.0,4423,0.5399169921875,21221.4140625,139.021484375,4.863060416664049,0.13636617164191397,0.5399169921875,0.1563957546875372,0.16457082265623058,0,8,,1,1.8518769787426503,12,2097,,21221.4140625,4,38,0.296875,0.16114253749998397,True
0.5,1,24774,1024,0,0,34,34,0.265625,0.0,8192,1.0,4245,0.5181884765625,26210.9990234375,152.6650390625,3.945967866173159,0.05245159039281747,0.5181884765625,0.1563957546875372,0.16457082265623058,0,8,,0,1.9297832233741754,8,2202,,26210.9990234375,4,38,0.296875,0.16114253749998397,True
0.5,2,45142,1024,0,0,34,34,0.265625,0.0,8192,1.0,4346,0.530517578125,31389.1064453125,172.7392578125,3.1630140806667484,0.047750255348605386,0.530517578125,0.1563957546875372,0.16457082265623058,0,8,,0,1.884234752589183,8,2262,,31389.1064453125,4,38,0.296875,0.16114253749998397,True
0.5,3,27119,1024,0,0,34,34,0.265625,0.0,8192,1.0,2535,0.3094482421875,13518.4130859375,72.7802734375,6.82154647699467,0.0720004658811842,0.3094482421875,0.1563957546875372,0.16457082265623058,0,8,,7,3.229676400947119,35,1207,,13518.4130859375,4,38,0.296875,0.16114253749998397,True
0.5,4,21139,1024,0,0,34,34,0.265625,0.0,8192,1.0,4536,0.5537109375,29470.755859375,167.078125,3.4368908618710705,0.11313610662502288,0.5537109375,0.1563957546875372,0.16457082265623058,0,8,,0,1.8059536934950386,8,2216,,29470.755859375,4,38,0.296875,0.16114253749998397,True
0.5,5,19129,1024,0,0,34,34,0.265625,0.0,8192,1.0,4155,0.5072021484375,22942.1005859375,141.2099609375,4.524471813429339,0.05319911307620992,0.5072021484375,0.1563957546875372,0.16457082265623058,0,8,,1,1.9713529128550795,8,2278,,22942.1005859375,4,38,0.296875,0.16114253749998397,True
0.5,6,6433,1024,0,0,34,34,0.265625,0.0,8192,1.0,4205,0.5133056640625,27218.3642578125,162.9775390625,3.7821833901424946,0.11307929156404592,0.5133056640625,0.1563957546875372,0.16457082265623058,0,8,,0,1.948382492863939,8,2406,,27218.3642578125,4,38,0.296875,0.16114253749998397,True
0.5,7,38854,1024,0,0,34,34,0.265625,0.0,8192,1.0,4332,0.52880859375,25429.8427734375,149.9462890625,4.0773668582156,0.052686943399724906,0.52880859375,0.1563957546875372,0.16457082265623058,0,8,,1,1.8903255599168782,8,2148,,25429.8427734375,4,38,0.296875,0.16114253749998397,True
0.5,8,22489,1024,0,0,34,34,0.265625,0.0,8192,1.0,4347,0.5306396484375,26284.7685546875,156.9091796875,3.9337620359049175,0.0980629707288025,0.5306396484375,0.1563957546875372,0.16457082265623058,0,8,,0,1.8847215830648874,9,2176,,26284.7685546875,4,38,0.296875,0.16114253749998397,True
0.5,9,31104,1024,0,0,34,34,0.265625,0.0,8192,1.0,3907,0.4769287109375,14995.08984375,97.5625,6.371312886697991,0.09178570876783834,0.4769287109375,0.1563957546875372,0.16457082265623058,0,8,,3,2.0962621607782896,8,2087,,14995.08984375,4,38,0.296875,0.16114253749998397,True
0.5,10,21349,1024,0,0,34,34,0.265625,0.0,8192,1.0,4022,0.490966796875,21903.0517578125,145.4248046875,4.72575731450518,0.08965395797809719,0.490966796875,0.1563957546875372,0.16457082265623058,0,8,,0,2.0360606814225317,8,2163,,21903.0517578125,4,38,0.296875,0.16114253749998397,True
